Sentence	Slot
Diese Forderung kann ich nur wiederholen .	O O O O O O O
Aktuelle Förderkriterien Einen Bildungsscheck erhält derjenige , der im laufenden und vorangegangenen Kalenderjahr an keiner beruflichen Weiterbildung teilgenommen hat , sei diese nun selbst finanziert gewesen , oder aber durch den Arbeitgeber .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Oder Sie tauchen im asiatischen Wellnessbereich ab in eine Atmosphäre von Ruhe und Harmonie : Hier verzaubert Sie eine thailändische Masseurin mit einer Thai-Massage .	O O O O B-LOCderiv O O O O O O O O O O O O O O B-LOCderiv O O O O O
Isis verdingte sich am Hofe des Königs als Dienerin und gewann so das Vertrauen der Königin .	B-PER O O O O O O O O O O O O O O O O
Mit der Wiedervereinung 1990 begann für die traditionsreiche Sternwarte jedoch die kritischste Zeit .	O O B-OTH O O O O O O O O O O O
Der Abbau von 275 der betroffenen Stellen sei bereits im Jahr 2004 vereinbart , aber noch nicht umgesetzt worden .	O O O O O O O O O O O O O O O O O O O O
Die NVG hat für ihre 27 Stadtbuslinien einen Verkehrsdurchführungsvertrag bis 2013 , dann wird auch sie sich dem Wettbewerb stellen müssen .	O B-ORG O O O O O O O O O O O O O O O O O O O O
Im Mittelalter gehörte Fontaine zur Freigrafschaft Burgund und darin zum Gebiet des Baillage d ' Amont .	O B-OTH O B-LOC O O B-LOC O O O O O B-LOC I-LOC I-LOC I-LOC O
Reilly gab zu , dass gerade in Deutschland das Image von Opel sehr gelitten habe .	B-PER O O O O O O B-LOC O O O B-ORG O O O O
Belagerung Da die Venezianer ihren Teil der Abmachung erfüllt hatten , beharrten sie auf der Zahlung der ihnen vertraglich zugesicherten Summe von insgesamt 85.000 Mark Silber .	O O O B-LOCderiv O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH O
Die Zylinder waren waagerecht angeordnet .	O O O O O O
Pacos Vater wurde 1940 von der französischen Polizei verhaftet und in ein Arbeitslager gebracht .	B-PER O O O O O B-LOCderiv O O O O O O O O
Die anderen Klassen konnten noch weitergeführt werden .	O O O O O O O O
1933 trat Kissel jedoch in die SS ein , wo er im November 1940 schließlich zum SS-Obersturmbannführer befördert wurde .	O O B-PER O O O B-ORG O O O O O O O O O B-ORGpart O O O
Der Bund Future hat charttechnische Tiefstände getestet , die Abwärtsbewegung des US-Marktes belastet ebenfalls .	O B-ORG I-ORG O O O O O O O O B-LOCpart O O O
Nach der Politik Nach seiner Zeit im Senat war Ross von 1900 bis 1902 Vorsitzender des Gremiums der Staatseisenbahn-Dezernenten .	O O O O O O O O O B-PER O O O O O O O O O O
Dem Rumänen Marica vom VfB Stuttgart droht nicht nur eine lange Sperre .	O B-LOCderiv B-PER O B-ORG I-ORG O O O O O O O
Das Einzugsgebiet hat eine Fläche von 1290 km² .	O O O O O O O O O
Die es aber eben unter hundert Prozent auch nicht machen .	O O O O O O O O O O O
Die steileren Dächer waren mit Schiefer , die flacheren mit Ziegeln gedeckt .	O O O O O O O O O O O O O
1995 wurde er zum Generalsekretär gewählt , zuständig für die überparteiliche Antidrogen-Kommission .	O O O O O O O O O O O O O
Das Wort Zwischenzug wurde als Germanismus in andere Sprachen , etwa die englische und russische übernommen .	O O O O O B-OTHderiv O O O O O O B-OTHderiv O B-OTHderiv O O
Amway startete als ein Familienunternehmen , das ein Arbeiten für Menschen von zuhause aus vorsah und anfänglich nur mit einem Produkt , einem biologisch abbaubaren Haushaltsreiniger ( L.O.C. ) , in den Markt eintrat .	B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Die beiden Seitenschiffe sind von Kreuzkuppeln überdacht .	O O O O O O O O
Einige rhythmusbetonte Stücke auf Mark II mit nur wenigen Textpassagen sind eher dem Trip-Hop bzw. Techno zuzuordnen .	O O O O B-OTH I-OTH O O O O O O O O O O O O
Derzeit sind 54 Richter im Landgericht Oldenburg tätig .	O O O O O O B-LOC O O
Aber auch nichtreligiöse Weltanschauungen haben heute einen großen Anteil an der Stadtbevölkerung .	O O O O O O O O O O O O O
Diese frühe Arbeit rief Lee Holdridge auf den Plan , der das Musikthema für die Fernsehserie Die Schöne und das Biest schrieb .	O O O O B-PER I-PER O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O
Das Wissen um den katastrophalen Ausgang eines solchen Krieges für beide Seiten sollte allerdings auch den Spielraum für Deeskalation und Dialog erweitern .	O O O O O O O O O O O O O O O O O O O O O O O
Als er merkt , dass sein Gefolge nicht wie die Lemminge herabfällt , klimmt er sich nach oben und schaut über den Klippenrand , wo die Menschen geblieben sind .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Allerdings könnte der Effekt eintreten , dass viele Betroffene ins Umland abwandern .	O O O O O O O O O O O O O
Die Partie hat ohne Unterbrechung stattgefunden , so der Vize-SFB-Vorsitzende Jürgen Schick .	O O O O O O O O O B-ORGpart B-PER I-PER O
Alter und Tod Friedrich II. sagte ihr 1763 , als er mit ihr ein längeres Gespräch über die Dichtkunst führte , ein Haus und eine jährliche Pension aus der Staatskasse zu , doch diese war wegen der Kriegskosten leer .	O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Es sei indes wichtig , dass die Legislaturperiode unter Schwarz-Rot zu Ende geführt werde , "" um solche Annäherungsprozesse abzuschließen "" , so Hilmer ."	O O O O O O O O O O O O O O O O O O O O O O O B-PER O
So wurden Transportschiffe einer Operntruppe bezeichnet , die üblicherweise mit roter Farbe gestrichen und bunten Fahnen geschmückt waren .	O O O O O O O O O O O O O O O O O O O
An dem mittlerweile renovierten Haus wurde nach Raimunds Tod eine Gedenktafel angebracht .	O O O O O O O B-PER O O O O O
Aus technischer Sicht gehe es jetzt wirklich um Einiges .	O O O O O O O O O O
Hier findet man noch neben einer künstlich terrassierten Fläche einem durch Quellbach gespeisten Teich .	O O O O O O O O O O O O O O O
Dazu gehöre die naturnahe Gestaltung zwischen Moltkestraße und Berliner Platz , die samt der entsprechenden Wegbeziehungen bereits gelungen vollendet sei .	O O O O O O B-LOC O B-LOC I-LOC O O O O O O O O O O O
« Doch dieses Doppelleben kostet extrem viel Energie » , sagt Thomas Fischer .	O O O O O O O O O O O B-PER I-PER O
Alterspyramide Blackford County , Indiana Blackford County Courthouse Von den 5.690 Haushalten hatten 30,80 % Kinder unter 18 Jahre , die mit ihnen im Haushalt lebten .	O B-LOC I-LOC O B-LOC B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O O O
Sie schleichen sich wieder auf die Hochzeit und Addie schafft es sogar bis zu Jake , doch im entscheidenden Augenblick muss er sich fotografieren lassen und Addie muss warten .	O O O O O O O O B-PER O O O O O B-PER O O O O O O O O O O O B-PER O O O
Die Bahnlinie ins Altiplano nach Oruro wird ausschließlich für Güter verwendet .	O O O B-LOC O B-LOC O O O O O O
Als Freischaffender schuf er danach Bühnenbilder für Opern und Theaterbühnen .	O O O O O O O O O O O
Daran beteiligten sich auch Jürgen Banzer , Kreisvorsitzender der CDU Hochtaunus , und Prof . Dr . Heinz Riesenhuber , Bundestagskandidat im Wahlkreis 181 , zu dem auch Kronberg zählt .	O O O O B-PER I-PER O O O B-ORG I-ORG O O O O O O B-PER I-PER O B-ORGpart O O O O O O O B-LOC O O
Der Wagen verfügt über eine aggressive Fahrzeugfront , Chromzierat und LED-Rückleuchten .	O O O O O O O O O O O O
"Pit Lengner mit dem "" Inferno der Motoren "" und Lutz Vorlopp mit der Achterbahn "" Die wilden 50er "" sprechen von einem guten Anfang , sie seien hier hervorragend gut angekommen ."	B-PER I-PER O O O B-OTH I-OTH I-OTH O O B-PER I-PER O O O O B-OTH I-OTH I-OTH O O O O O O O O O O O O O O
Aufgrund seiner häufigen , berufsbedingten Auslandsaufenthalte übte er das Mandat jedoch kaum aus .	O O O O O O O O O O O O O O
Seit 2004 ist das Unternehmen Schirmherrin des Jugendförderwettbewerbes „ Die junge Kraft der Haller “ , bei dem gesellschaftliches Engagement prämiert wird .	O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O
Salomon erleidet bei einer Debatte zur Initiative über ein Schächtverbot einen Schlaganfall und verstirbt am Tag der Abstimmung , dem 20. August 1893 , als das Schächtverbot vom Volk angenommen wird .	B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Prognose Unbehandelt führt das fetofetale Transfusionssyndrom zu einer vorzeitigen Geburt und bedingt eine 100-prozentige Letalität R . B. Cincotta et al. : Long term outcome of twin-twin transfusion syndrome .	O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O
In beiden Ländern wurden Lastenausgleichsgesetze erlassen ( 1952 und 1956 ) .	O O O O O O O O O O O O
Der folgende Abzugsbefehl wurde seitens der Freikorps ignoriert .	O O O O O O O O O
Das zeigt : Ärgerliche Planungsfehler , überraschende Baukostenüberschreitungen sowie Pleiten , Pech und Pannen liefern nur einen Teil der Erklärung für 30 Milliarden Euro verplempertes Steuergeld .	O O O O O O O O O O O O O O O O O O O O O O O B-OTH O O O
Ursache hierfür war das wohl vergleichsweise geringe Budget des Films , das weder aufwendige Matte Paintings noch Massenszenen zuließ .	O O O O O O O O O O O O O O O O O O O O
Der internationale Fußball wird offenbar von einem neuen Wettskandal größeren Ausmaßes erschüttert .	O O O O O O O O O O O O O
""" Das war ja damals ein Problem , nicht eine Ausnahme ."	O O O O O O O O O O O O
China hat unserer Regierung nicht vorzuschreiben , mit wem sie sich wann , wie und wo trifft und worüber sie redet .	B-LOC O O O O O O O O O O O O O O O O O O O O O
2003 gewann sie die lokale Ausscheidung für den Nashville Star .	O O O O O O O O B-ORG I-ORG O
Am unteren Ende der auf das Kriegerdenkmal zulaufenden , in ihrem oberen Teil alleeartig ausgebauten Feldstraße befindet sich außerdem das Sieben-Brüder-Haus , eine denkmalgeschützte Wohnanlage aus dem 19. Jahrhundert .	O O O O O O O O O O O O O O O B-LOC O O O O B-LOC O O O O O O O O O
Daneben entstanden außerdem weitere Instrumentalwerke wie die zweite Symphonie A-Dur op . 54 für Orchester ( 1882 ) .	O O O O O O O O O O O O O O O O O O O
In mir klingt ein Lied , ein kleines Lied Den Ohrwurm nudelte Lang Lang als Zugabe den Besuchern ins Hirn und auf die Summkehle für den Heimweg .	B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O B-PER I-PER O O O O O O O O O O O O O O
""" Wenn ich wieder arbeiten gehen könnte , wäre das wie eine Therapie für mich . """	O O O O O O O O O O O O O O O O O
TI-Chef Rich Templeton : Der Konzern steigert Umsatz und Gewinn . - Mit zum Teil kräftigem Wachstum bei Umsatz und Gewinn haben die großen Technologie-Unternehmen IBM , Texas Instruments und Yahoo !	B-ORGpart B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O B-ORG O B-ORG I-ORG O B-ORG I-ORG
Die Alte Synagoge in Potsdam wurde während der Pogrome der Reichspogromnacht 1938 geplündert .	O B-LOC I-LOC O B-LOC O O O O O B-OTH O O O
Außerdem gibt es noch die Glaswerke im Stadtteil .	O O O O O O O O O
Mein Bayreuther Wahlkreis grenzt an Wunsiedel .	O B-LOCderiv O O O B-LOC O
Halberstadt ( AP ) Auf einem unbeschrankten Bahnübergang in Sachsen-Anhalt ist am Donnerstag ein Traktor mit einem Regionalzug zusammengestoßen .	B-LOC O B-ORG O O O O O O B-LOC O O O O O O O O O O
Sicher , das ist nicht übermäßig viel , aber es gibt eben auch Autos in dieser Größenordnung , die mit weniger Sprit auskommen .	O O O O O O O O O O O O O O O O O O O O O O O O
Vom 9. März 2003 bis November 2005 führte Caren Miosga durch die Sendung .	O O O O O O O O B-PER I-PER O O O O
Geschichte Federwerke waren der erste gut regelbare , leicht transportable und universell einsetzbare Antrieb .	O O O O O O O O O O O O O O O
Der Versuch Heideggers , das Göttliche zu denken und mit Hölderlin anzurufen , fand auch bei denjenigen , die seine Art zu denken durchaus schätzten , als inkonsistenter Teil seiner Philosophie keine Zustimmung .	O O B-PER O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O
Arcandor-Vorstandsvorsitzender Thomas Middelhoff habe dies aber abgelehnt .	B-ORGpart B-PER I-PER O O O O O
Überall auf Necromunda gibt es diese Macropolen , doch die Kämpfe im Spiel Necromunda finden alle im Hive Primus statt , der Hauptmacropole des Planeten , in der auch der Imperiale Gouverneur aus dem Haus Helmawr und seine Familie leben .	O O B-LOC O O O O O O O O O O B-OTH O O O B-LOC I-LOC O O O O O O O O O O O O O O O O B-ORG O O O O O
Ein Vormund , der das in seiner Obhut befindliche Mädchen mit einem Eindringling erwischte , durfte diesen töten .	O O O O O O O O O O O O O O O O O O O
Bei einer Untersuchung stellten die Ärzte eine schwere Schädigung seines Verdauungstraktes fest .	O O O O O O O O O O O O O
Assange soll die vergangenen Wochen in Südengland gelebt haben , zeigte sich aber nicht in der Öffentlichkeit .	B-PER O O O O O B-LOC O O O O O O O O O O O
Wegen Körperverletzung mit Todesfolge ist ein 17-Jähriger am Donnerstag zu einer Jugendstrafe von zwei Jahren und drei Monaten verurteilt worden .	O O O O O O O O O O O O O O O O O O O O O
Die Bornheimer errichteten erst 1778/79 eine größere Kirche , die ab 1896 Johanniskirche hieß .	O B-LOCderiv O O O O O O O O O O B-LOC O O
Neuss ( NGZO ) Ein 62 Jahre alter Mann aus Neuss soll sich als Freund des Filmproduzenten Bernd Eichinger ausgeben haben , um von seiner Bekannten 35.000 Euro zu ergaunern .	B-LOC O B-ORG O O O O O O O B-LOC O O O O O O B-PER I-PER O O O O O O O O B-OTH O O O
Ali K. war Nachbar der neunjhrigen Kardelen aus Paderborn .	B-PER I-PER O O O O B-PER O B-LOC O
Die Textilgruppe beschränkte sich traditionell auf die Grundstufe der Produktion ( beispielsweise spinnen , weben , färben ) .	O O O O O O O O O O O O O O O O O O O
Der TVW stellte seinen Angriff um und mit Lars Gmünder , der verspätet vom Damenspiel des TVW nachgereist war , kam neuer Schwung in die Mannschaft .	O B-ORG O O O O O O B-PER I-PER O O O O O O B-ORG O O O O O O O O O O
Deutlich höher als in den vergangenen Jahren fällt in diesem Jahr der Anteil an Fallobst aus .	O O O O O O O O O O O O O O O O O
Seit 1978 ist Osram vollständig im Besitz von Siemens und wird seit 1989 als Bereich mit eigener Rechtsform geführt .	O O O B-ORG O O O O B-ORG O O O O O O O O O O O
Jeder möchte einen Beitrag zur Aufklärung leisten .	O O O O O O O O
Die Auseinandersetzung mit dem NS-Studentenbund Leipzig 1934. In : Einst und Jetzt 17 ( 1972 ) , S. 145-153 Viele Corpsstudenten lehnten die NS-Bewegung ab und verloren dafür ihre berufliche Existenz oder ( 1944 ) ihr Leben .	O O O O O B-LOC O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O
Die Westhofener Nachbarschaften Ostenpote ( Aostenporte ) , Westeneicken und Niederste ( Niedersche ) gehen auf die drei Tore des Reichshofs Westhofen zurück .	O B-LOCderiv O B-LOC O B-LOC O O B-LOC O B-LOC O B-LOC O O O O O O O O B-LOC O O
Unter dem Strich stand 2009 ein Gewinn von 56,6 Millionen Euro und damit zwei Prozent weniger als 2008 . Die Aktionäre sollen wie im Vorjahr eine Dividende von 41 Cent je Anteil erhalten .	O O O O O O O O O O B-OTH O O O O O O O O O O O O O O O O O O B-OTH O O O O
Birgit Pargners Bildband präsentiert Dokumente , darunter Zettelkorrespondenz mit Gustaf Gründgens , dem Ehemann von 1936 bis 1946 : Liebe liebe liebe Marianne , dass Du da bist , dass es Dich gibt ich kann es nicht zeigen , aber ich lebe davon .	B-PER I-PER O O O O O O O B-PER I-PER O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O
Als Erinnerung an das Festjahr sind auch diverse Geschenkartikel im Jubiläumsdesign produziert worden .	O O O O O O O O O O O O O O
Denn auf 20 , 25 Runden verändert sich die Balance des Autos . Dem kann man damit etwas entgegenwirken .	O O O O O O O O O O O O O O O O O O O O
Bei guter Compliance können gute Aufrichtungs- und Heilungserfolge erreicht werden .	O O O O O O O O O O O
Das Gefängnispersonal behandelt den 54-Jährigen , der eine viermonatige Haftstrafe absitzt , laut Graf anständig .	O O O O O O O O O O O O O B-PER O O
Darauf kann erneut kein anderer Verein verweisen .	O O O O O O O O
Diese niedrigen Temperaturen , die bei der Eiablage und der Entwicklung des Eies herrschen müssen , scheinen auch eine Ausbreitung der Art in nördlichere , und damit wärmere Gewässer Australiens zu verhindern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O
Zweit- und Viertklassigenkeit im DDR-Fußball Durch den sächsischen Meistertitel hatte sich Wurzen für die die zweitklassige DDR-Liga qualifiziert .	O O O O B-LOCpart O O B-LOCderiv O O O O O O O O B-LOCpart O O
Auch die heutige – 1895/1896 errichtete – „ alte Gertraudenbrücke “ dient inzwischen nur noch dem Fußgängerverkehr .	O O O O O O O O B-LOC I-LOC O O O O O O O O
Bei der Weltmeisterschaft 2007 belegte er im Finale Platz 6 in 49,25 Sekunden , nachdem er sich im Halbfinale mit 48,44 Sekunden für das Finale qualifiziert hatte .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Franzosenzeit 1810 besetzten Napoleons Truppen das Herzogtum Oldenburg , und somit auch Dinklage .	B-LOCderiv O O B-PER O O O B-LOC O O O O B-LOC O
Da viele Pfeilspitzen gefunden wurden , die unentgratet zum Einsatz kamen , wird vermutet , dass zumindest zeitweise ein extrem hoher Munitionsbedarf in der Garnison bestand .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Abenteuerlustig näherte er sich der einsamen Gestalt .	O O O O O O O O
Die Nachrichtenagentur Reuters berichtet unter Berufung auf Bahnmanager , im Jahr 2011 solle das Netz mehr erwirtschaften als alle anderen Sparten .	O O B-ORG O O O O O O O O O O O O O O O O O O O
Im Mai waren in den USA so wenige Einfamilienhäuser verkauft worden wie niemals zuvor .	O O O O O B-LOC O O O O O O O O O
"Kanzlerin Angela Merkel ( CDU ) versicherte gestern in Berlin , der Krisenstab unternehme weiter "" alles Verantwortbare "" , um die Geisel freizubekommen ."	O B-PER I-PER O B-ORG O O O O B-LOC O O O O O O O O O O O O O O O
Im Freien bei der Weltmeisterschaft 1995 in Göteborg schied Moen über 100 Meter im Viertelfinale aus .	O O O O O O O B-LOC O B-PER O O O O O O O
Dort baute er ein eigenes Unternehmen für Audio-Produktionen auf .	O O O O O O O O O O
Wegen ihrer Liebe zu Frankreich und dem Proteststurm der deutschen Schwiegerfamilie , blieb sie zunächst in Paris .	O O O O B-LOC O O O O B-LOCderiv O O O O O O B-LOC O
Dies erfolgte nach dem Abzug der sowjetischen Besatzungsmacht am 4. Mai 1991 . Auf seinem Epitaph wurde folgende lateinische Aufschrift angebracht : „ vita humiliavit - mors exaltavit “ , deutsch : „ Das Leben hat ( ihn ) erniedrigt , der Tod hat ( ihn ) erhöht “ .	O O O O O O B-LOCderiv O O O O O O O O O O O B-OTHderiv O O O O O O O O O O O B-OTHderiv O O O O O O O O O O O O O O O O O O O
Joachim Eiberger ( FNT GmbH ) gibt einen Überblick , wie logische Netzwerkbelange physikalisch dokumentiert werden können .	B-PER I-PER O B-ORG I-ORG O O O O O O O O O O O O O
Politik Wappen 80px Das Wappen der ehemals selbständigen Gemeinde Beuron zeigt in Silber ein aufrechtes grünes Lindenblatt mit gespaltenem Stiel , darunter eine grüne Raute .	O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O
Mit einer im Außenbereich angebrachten dicken Wicklung versehene Reed-Relais werden als Stromsensor verwendet und können z . B. zur Ausfallüberwachung von Glühlampen oder zur Bremslichtkontrolle an Kraftfahrzeugen verwendet werden .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Nach einer Stunde wurde der Bahnhof wieder freigegeben .	O O O O O O O O O
Viele Menschen schlittern durch die Umstände ihres Lebens in ihr Schicksal , bedingt durch Zufälligkeiten von Ort und Zeit .	O O O O O O O O O O O O O O O O O O O O
Einzelnachweise Literatur * Amt Waldenburg − Pfarrei Schönholthausen ( PDF-Datei ; 644 kB ) * Heimatblätter , Zeitschrift der Heimatvereine des Kreises Olpe , Band 5 +6 , Jahrgänge 11-18.(Vorgänger des Heimatstimmen )	O O O O B-LOC O O B-LOC O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O
"Solarzellengersteller wolle unter die "" Top drei "" aufrücken . und Dresdner Kleinwort Wasserstein seien die Konsortialführer ."	O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O
Heute ist Schilksee ein moderner Stadtteil , der sich aber auch viel Altes bewahrt hat .	O O B-LOC O O O O O O O O O O O O O
Aber auch solche , die stillschweigend weggesehen haben , in der Hoffnung , solches Leid nicht erfahren zu müssen .	O O O O O O O O O O O O O O O O O O O O
Romano wurde nun als erster Aktiver entführt .	B-PER O O O O O O O
Lebensmittel - Nestlé puscht Kaffee-Kapsel - Handelsblatt.com : Unternehmen : Industrie VEVEY .	O O B-ORG O O O B-OTH O O O O B-LOC O
Den Auftakt machte das Tagebuch eines Hundertjährigen , das sich als Beitrag zur Sittengeschichte des 18. Jahrhunderts , besonders in Württemberg , ausgab und die wichtigsten Ereignisse des Jahrhunderts in Form eines Erlebnisberichts Revue passieren ließ .	O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O
Ebhardt : Der Wehrbau Europas im Mittelalter , Seite 257 . Bei solchen sogenannten filettes handelte es sich um Käfige aus Holz und Eisen , die nur 1,75 Meter lang und 1,5 Meter hoch waren und in etwa zwei Meter Höhe unter der Decke aufgehängt wurden .	B-PER O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Sein Gesundheitszustand war sehr schlecht .	O O O O O O
Auf Antrag der NSDAP sollte ursprünglich nur Hitler Ehrenbürger werden , in der Gemeinderatssitzung am 3. März 1933 wurde diese Forderung jedoch von den übrigen Mitgliedern auch um von Hindenburg erweitert .	O O O B-ORG O O O B-PER O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O
Alle zehn Möglichkeiten werden hier durch Beispiele illustriert .	O O O O O O O O O
Neben diesen Flugzeugen verstärkten noch weitere DC-9 den Flugzeugpark .	O O O O O O B-OTH O O O
In Nürnberg gibt es ein Laubenmuseum , welches vom Stadtverband Nürnberg der Kleingärtner verwaltet wird .	O B-LOC O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O
Bei ihren Ermittlungen hat die Polizei zahlreiche Befragungen im Umfeld der Vermissten durchgeführt .	O O O O O O O O O O O O O O
Das Wasser einer nahen Quelle wurde von den Pilgern als Heilwasser geschätzt .	O O O O O O O O O O O O O
In den 1970er Jahren waren Dutār-Bands beliebt , die eine 14-saitige Dutār , ein indisches Harmonium oder ein Rubāb und eine Zerbaghali verwendeten .	O O O O O O O O O O O O O O B-LOCderiv O O O O O O O O O
Bei den nächsten 20 % nochmal so circa 20% , dann sind wir schon über 90 % .	O O O O O O O O O O O O O O O O O O
Deswegen ist Gene auch der Ansicht , dass momentan das Gleichgewicht in der Formel 1 zwischen Technik und fahrerischem Können ganz passend sei .	O O B-PER O O O O O O O O O O B-ORG I-ORG O O O O O O O O O
Bis 2012 sollen nun 600.000 Quadratkilometer durch neue Nationalparks und Gebiete zur nachhaltigen Nutzung geschaffen und geschützt werden - eine Fläche größer als Frankreich , aber nur 12 Prozent der brasilianischen Tropenwälder .	O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O B-LOCderiv O O
Außenpolitisch erhielt Cao Kun Unterstützung , Geld und Waffen von Großbritannien und Frankreich .	O O B-PER I-PER O O O O O O B-LOC O B-LOC O
Obwohl Russland als Gruppenkopf der Gruppe A gesetzt wurde , bestritten Australien und Neuseeland das Eröffnungsspiel .	O B-LOC O O O O O O O O O B-LOC O B-LOC O O O
Diesmal ruft Blocher sein Publikum ins Emmental .	O O B-PER O O O B-LOC O
Sie war ebenfalls eine talentvolle Zeichnerin und zahlreiche Rötelzeichnungen und Pastelle mit Porträts aus der Hand der Markgräfin sind erhalten geblieben .	O O O O O O O O O O O O O O O O O O O O O O
Die vier Triebwerke befanden sich in zwei Tandemgondeln rechts und links des Rumpfes und waren unter Einbeziehung der Tragflächenverstrebungen sowohl mit den Tragflügeln als auch mit dem starren Hauptfahrwerk verbunden .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Insgesamt stehen 3.877 Stellplätze zur Verfügung .	O O O O O O O
Allein schon dadurch , dass er 22 Jahre lang das Privatfernsehen nach seiner Vorstellung prägen konnte .	O O O O O O O O O O O O O O O O O
Lange Zeit wurde vermutet , dass Eilharts Wirkungsraum am Niederrhein zu suchen sei .	O O O O O O B-PER O O B-LOC O O O O
Wenn Sicherheitsaspekte eine Rolle spielen würden , wäre das Kopftuchverbot ja noch verständlich , aber das ist nicht der Fall .	O O O O O O O O O O O O O O O O O O O O O
Die Formel für 2004/2005 schrieb Fahrzeuge mit offenen Rädern , Einheitsreifen , sequentiellem 6-Gang Getriebe und 3.0-Liter-V8-Saugmotoren vor .	O O O O O O O O O O O O O O O O O O O
Einige sind berufsmäßig verpflichtet , sich in den Oligarchen-Plätzen nicht blicken zu lassen , einige haben eilige Arbeiten zu verrichten .	O O O O O O O O O O O O O O O O O O O O O
""" Die Investoren realisieren , dass etwas grundsätzlich nicht in Ordnung ist "" , sagte Matthias Jasper , Leiter des Aktienhandels bei der WGZ-Bank ."	O O O O O O O O O O O O O O O B-PER I-PER O O O O O O B-ORG O
Die Landschaft ist stark geprägt vom Wein- und Obstanbau .	O O O O O O O O O O
Dann wieder tänzelt sie über den Steg oder steigt die breite Treppe auf der Bühne herunter .	O O O O O O O O O O O O O O O O O
Die offenen Weine könnten allerdings deutlich günstiger sein .	O O O O O O O O O
1989 einigten sich der Basketball-Weltverband FIBA und das IOC schließlich auf den Wegfall der Amateurregel .	O O O O O B-ORG O O B-ORG O O O O O O O
Gefischt wurde mit Speeren und Pfeil und Bogen .	O O O O O O O O O
Vor allem sollten keine Vereinbarungen während einer Besichtigung getroffen und nichts unterschrieben werden , raten Experten des Mietervereins Hamburg .	O O O O O O O O O O O O O O O O O B-ORG I-ORG O
Dortmund - Von draußen hatte Michael Essien eine gute Sicht .	B-LOC O O O O B-PER I-PER O O O O
Aus dem ganzen Land gebe es Meldungen von sehr hohen Vermehrungsraten .Im vergangenen Jahr hatte der Verband die Jäger zu großen Jagden auf Schwarzwild aufgefordert , um dem Problem Herr zu werden .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Er war verheiratet mit der Sängerin und Schauspielerin Hermine Claar-Delia ( 1848-1908 ) .	O O O O O O O O B-PER I-PER O O O O
Für Ty Burr vom Boston Globe war der Film schick , wenngleich er einen zunehmend verwirrenden Plot habe .	O B-PER I-PER O B-ORG I-ORG O O O O O O O O O O O O O
Die Uraufführung in Deutschland fand am 5. Mai 1961 statt .	O O O B-LOC O O O O O O O
Der Mohr ist in vielen Wappenschilden und im Oberwappen vertreten .	O O O O O O O O O O O
Ein flexibler Verhandler , der seinen Gesprächspartner instinktiv einschätze und bei Bedarf auch unkonventionell ansprach .	O O O O O O O O O O O O O O O O
Am Montag kamen in Irak bei Anschlägen wieder mindestens 13 Menschen ums Leben .	O O O O B-LOC O O O O O O O O O
Auch die apokalyptischen Visionen des Propheten Daniel im gleichnamigen Buches des alten Testamentes werden oft als Wahrträume bezeichnet .	O O O O O O B-PER O O O O B-OTH I-OTH O O O O O O
Auch öffentliche Strände wirken dort nach wie vor unaufgeräumt .	O O O O O O O O O O
